ApplicantIncome,A15,Married,Property_Area,Education,A7,TotalIncome,DTI,LoanAmount,CoapplicantIncome,Loan_Status,split
3833.0,,No,Rural,Not Graduate,,3833.0,0.028690662493479395,110.0,0.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
3539.0,,Yes,Rural,Graduate,,4915.0,0.011187957689178194,55.0,1376.0,0.0,train
,1660.0,,,,5.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
3237.0,,No,Urban,Graduate,,3237.0,0.00926497838171711,30.0,0.0,1.0,train
2666.0,,Yes,Rural,Graduate,,4749.0,0.02,95.0,2083.0,1.0,train
7660.0,,Yes,Urban,Not Graduate,,7660.0,0.013575251272679808,104.0,0.0,0.0,train
,1660.0,,,,5.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
5800.0,,No,Semiurban,Not Graduate,,5800.0,0.022754697465954144,132.0,0.0,1.0,train
2718.0,,No,Semiurban,Graduate,,2718.0,0.025744759102611255,70.0,0.0,1.0,train
3400.0,,No,Rural,Not Graduate,,3400.0,0.027932960893854747,95.0,0.0,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
5849.0,,No,Urban,Graduate,,5849.0,,,0.0,1.0,train
3992.0,,Yes,Urban,Not Graduate,,3992.0,,,0.0,0.0,train
,4340.0,,,,7.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
3167.0,,No,Urban,Graduate,,3167.0,0.02335858585858586,74.0,0.0,0.0,train
,2653.0,,,,4.0,,,,,1.0,train
2833.0,,No,Rural,Graduate,,4690.0,0.026859944574717545,126.0,1857.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
6065.0,,Yes,Semiurban,Graduate,,8069.0,0.030978934324659233,250.0,2004.0,1.0,train
4691.0,,Yes,Semiurban,Graduate,,4691.0,0.021312872975277068,100.0,0.0,1.0,train
5500.0,,Yes,Rural,Graduate,,5500.0,0.019087438647518634,105.0,0.0,0.0,train
,18782.0,,,,0.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
4200.0,,Yes,Rural,Not Graduate,,5630.0,0.02290889717634523,129.0,1430.0,0.0,train
9083.0,,Yes,Semiurban,Graduate,,9083.0,0.02509907529722589,228.0,0.0,1.0,train
2378.0,,No,Rural,Graduate,,2378.0,0.019335855401429174,46.0,0.0,0.0,train
2666.0,,Yes,Rural,Graduate,,6966.0,0.017367590067460886,121.0,4300.0,1.0,train
6083.0,,Yes,Urban,Graduate,,10333.0,0.03193342365008709,330.0,4250.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
3400.0,,Yes,Semiurban,Graduate,,5900.0,0.029317064904253516,173.0,2500.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,2159.0,,,,6.0,,,,,0.0,train
2583.0,,No,Rural,Not Graduate,,4750.0,0.02189012839402231,104.0,2167.0,1.0,train
3015.0,,Yes,Rural,Graduate,,5203.0,0.029400461183704842,153.0,2188.0,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
,2824.0,,,,4.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
1928.0,,Yes,Semiurban,Not Graduate,,3572.0,0.027987685418415897,100.0,1644.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
2653.0,,Yes,Rural,Not Graduate,,4153.0,0.02720269619643717,113.0,1500.0,0.0,train
2995.0,,No,Urban,Graduate,,2995.0,0.020026702269692925,60.0,0.0,1.0,train
3244.0,,No,Urban,Graduate,,3244.0,0.02465331278890601,80.0,0.0,1.0,train
4416.0,,Yes,Urban,Graduate,,5666.0,0.019410622904535026,110.0,1250.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
7583.0,,Yes,Urban,Graduate,,7583.0,0.02465717299578059,187.0,0.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
4895.0,,No,Semiurban,Graduate,,4895.0,0.020833333333333332,102.0,0.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
9357.0,,No,Semiurban,Graduate,,9357.0,0.031203248557384055,292.0,0.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,3659.0,,,,18.0,,,,,1.0,train
4945.0,,Yes,Rural,Graduate,,4945.0,,,0.0,0.0,train
,4340.0,,,,7.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
2958.0,,Yes,Semiurban,Graduate,,5858.0,0.022358764294248164,131.0,2900.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
20166.0,,No,Urban,Graduate,,20166.0,0.03223087221698815,650.0,0.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
2717.0,,No,Urban,Not Graduate,,2717.0,0.02207505518763797,60.0,0.0,1.0,train
1442.0,,No,Urban,Not Graduate,,1442.0,0.024255024255024255,35.0,0.0,0.0,train
,1562.0,,,,5.0,,,,,1.0,train
2395.0,,Yes,Semiurban,Graduate,,2395.0,,,0.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
3750.0,,No,Urban,Graduate,,3750.0,0.026659557451346308,100.0,0.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
3927.0,,Yes,Semiurban,Graduate,,4727.0,0.023688663282571912,112.0,800.0,1.0,train
2439.0,,Yes,Rural,Graduate,,5772.0,0.022345401004676944,129.0,3333.0,1.0,train
4750.0,,Yes,Urban,Graduate,,7083.0,0.018351214003387916,130.0,2333.0,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
3692.0,,No,Rural,Graduate,,3692.0,0.025182778229082048,93.0,0.0,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
2947.0,,Yes,Urban,Not Graduate,,4611.0,0.015177797051170859,70.0,1664.0,0.0,train
4583.0,,Yes,Rural,Graduate,,4583.0,0.01832460732984293,84.0,0.0,0.0,train
,1562.0,,,,5.0,,,,,1.0,train
,2824.0,,,,4.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
16666.0,,Yes,Urban,Graduate,,16666.0,0.016499670006599867,275.0,0.0,1.0,train
7667.0,,Yes,Rural,Not Graduate,,7667.0,0.02412623891497131,185.0,0.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
9323.0,,Yes,Urban,Graduate,,9323.0,0.008043758043758044,75.0,0.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
2167.0,,Yes,Urban,Not Graduate,,4567.0,0.025175131348511383,115.0,2400.0,1.0,train
,85677.0,,,,0.0,,,,,1.0,train
2083.0,,Yes,Semiurban,Graduate,,5233.0,0.02445548337791364,128.0,3150.0,1.0,train
1378.0,,Yes,Urban,Graduate,,3259.0,0.05122699386503068,167.0,1881.0,0.0,train
2213.0,,No,Rural,Not Graduate,,2213.0,0.02981029810298103,66.0,0.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
6250.0,,Yes,Semiurban,Graduate,,11904.0,0.015791684166316673,188.0,5654.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
2720.0,,No,Urban,Not Graduate,,2720.0,0.02940095553105476,80.0,0.0,0.0,train
2301.0,,Yes,Urban,Graduate,,3286.7999878,0.023724070895259342,78.0,985.7999878,1.0,train
10416.0,,No,Urban,Graduate,,10416.0,0.01795142555438226,187.0,0.0,0.0,train
5955.0,,Yes,Urban,Graduate,,11580.0,0.027199723685346688,315.0,5625.0,1.0,train
5167.0,,Yes,Semiurban,Graduate,,8334.0,0.02399520095980804,200.0,3167.0,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
5568.0,,Yes,Rural,Graduate,,7710.0,0.022694851510828687,175.0,2142.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
20833.0,,Yes,Urban,Graduate,,27500.0,0.017453910766881204,480.0,6667.0,1.0,train
2769.0,,No,Semiurban,Not Graduate,,4311.0,0.04406307977736549,190.0,1542.0,0.0,train
,4340.0,,,,7.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,2212.0,,,,6.0,,,,,0.0,train
,18782.0,,,,0.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
3410.0,,No,Urban,Graduate,,3410.0,0.0257988859571973,88.0,0.0,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
23803.0,,Yes,Rural,Graduate,,23803.0,0.015543606116619056,370.0,0.0,1.0,train
3159.0,,No,Semiurban,Graduate,,3159.0,0.03164556962025317,100.0,0.0,1.0,train
2768.0,,Yes,Rural,Graduate,,4718.0,0.03284594193685103,155.0,1950.0,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
2137.0,,No,Semiurban,Graduate,,11117.0,0.012322360136715237,137.0,8980.0,1.0,train
4344.0,,Yes,Semiurban,Not Graduate,,5080.0,0.017122613658728598,87.0,736.0,0.0,train
6000.0,,Yes,Rural,Graduate,,6000.0,0.026662222962839526,160.0,0.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
5726.0,,Yes,Semiurban,Graduate,,10321.0,0.024995155977523737,258.0,4595.0,0.0,train
5708.0,,Yes,Semiurban,Graduate,,11333.0,0.016499029468854773,187.0,5625.0,1.0,train
5815.0,,No,Rural,Graduate,,9481.0,0.032798987555368066,311.0,3666.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
,3659.0,,,,18.0,,,,,1.0,train
5821.0,,Yes,Urban,Graduate,,5821.0,0.024733768464445208,144.0,0.0,1.0,train
4188.0,,Yes,Semiurban,Not Graduate,,4188.0,0.027452852709477202,115.0,0.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,85677.0,,,,0.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
6700.0,,Yes,Semiurban,Graduate,,8450.0,0.027215714116672583,230.0,1750.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
16525.0,,Yes,Rural,Graduate,,17539.0,0.00855188141391106,150.0,1014.0,1.0,train
3814.0,,Yes,Semiurban,Not Graduate,,5297.0,0.023405058512646282,124.0,1483.0,1.0,train
9167.0,,No,Rural,Graduate,,9167.0,0.02017888307155323,185.0,0.0,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
3676.0,,No,Rural,Graduate,,7977.0,0.021559288042115817,172.0,4301.0,1.0,train
4931.0,,Yes,Semiurban,Not Graduate,,4931.0,0.025952960259529603,128.0,0.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
4616.0,,Yes,Urban,Graduate,,4616.0,0.02902317522200563,134.0,0.0,0.0,train
,85677.0,,,,0.0,,,,,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
4707.0,,No,Semiurban,Not Graduate,,6700.0,0.022086255782718996,148.0,1993.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
17500.0,,Yes,Rural,Graduate,,17500.0,0.02285583680932518,400.0,0.0,1.0,train
,1660.0,,,,5.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
3707.0,,Yes,Rural,Graduate,,6873.0,0.026476578411405296,182.0,3166.0,1.0,train
9833.0,,Yes,Urban,Graduate,,11666.0,0.015599554298448616,182.0,1833.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
7167.0,,No,Urban,Graduate,,7167.0,0.017857142857142856,128.0,0.0,1.0,train
3208.0,,Yes,Urban,Graduate,,6274.0,0.02741035856573705,172.0,3066.0,1.0,train
3086.0,,No,Semiurban,Graduate,,3086.0,0.038872691933916424,120.0,0.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
2214.0,,Yes,Urban,Graduate,,3612.0,0.023526155549404928,85.0,1398.0,1.0,train
3200.0,,Yes,Urban,Graduate,,3900.0,0.017944116893104333,70.0,700.0,1.0,train
,1660.0,,,,5.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
3858.0,,No,Semiurban,Graduate,,3858.0,0.019694221300855144,76.0,0.0,1.0,train
3459.0,,Yes,Semiurban,Graduate,,3459.0,0.0072254335260115606,25.0,0.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
3750.0,,Yes,Semiurban,Graduate,,3750.0,0.030925086643561715,116.0,0.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
3052.0,,Yes,Urban,Graduate,,4082.0,0.02449179524859172,100.0,1030.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
3617.0,,No,Semiurban,Graduate,,3617.0,0.02957435046987286,107.0,0.0,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
3675.0,,Yes,Semiurban,Not Graduate,,3917.0,0.027565084226646247,108.0,242.0,1.0,train
4547.0,,No,Semiurban,Graduate,,4547.0,0.0252858399296394,115.0,0.0,1.0,train
3704.0,,Yes,Rural,Graduate,,5704.0,0.021034180543382998,120.0,2000.0,1.0,train
2400.0,,Yes,Semiurban,Graduate,,4567.0,0.025175131348511383,115.0,2167.0,1.0,train
4666.0,,Yes,Urban,Graduate,,4666.0,0.028926505249625027,135.0,0.0,1.0,train
2499.0,,Yes,Semiurban,Graduate,,4957.0,0.03227107704719645,160.0,2458.0,1.0,train
,2212.0,,,,6.0,,,,,0.0,train
,1562.0,,,,5.0,,,,,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
2661.0,,Yes,Semiurban,Not Graduate,,9762.0,0.0285772815732869,279.0,7101.0,1.0,train
5124.0,,No,Rural,Graduate,,5124.0,0.024195121951219513,124.0,0.0,0.0,train
674.0,,Yes,Rural,Graduate,,5970.0,0.02813599062133646,168.0,5296.0,1.0,train
,3659.0,,,,18.0,,,,,1.0,train
3173.0,,Yes,Semiurban,Not Graduate,,3173.0,0.023314429741650915,74.0,0.0,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
9538.0,,Yes,Urban,Graduate,,9538.0,0.01960373204738442,187.0,0.0,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
4300.0,,No,Semiurban,Graduate,,4300.0,0.03162055335968379,136.0,0.0,0.0,train
,2595.0,,,,7.0,,,,,0.0,train
,2824.0,,,,4.0,,,,,1.0,train
4000.0,,No,Rural,Graduate,,6500.0,0.02153514843870174,140.0,2500.0,1.0,train
,18782.0,,,,0.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
7085.0,,No,Semiurban,Graduate,,7085.0,0.011854360711261643,84.0,0.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,2824.0,,,,4.0,,,,,1.0,train
1025.0,,Yes,Rural,Graduate,,3798.0,0.029481442484864437,112.0,2773.0,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
,1660.0,,,,5.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
5333.0,,Yes,Urban,Not Graduate,,6464.0,0.02877030162412993,186.0,1131.0,1.0,train
2526.0,,No,Rural,Graduate,,4309.0,0.033642691415313224,145.0,1783.0,1.0,train
10000.0,,Yes,Rural,Graduate,,10000.0,0.015498450154984501,155.0,0.0,0.0,train
,4340.0,,,,7.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
3333.0,,Yes,Semiurban,Not Graduate,,5333.0,0.01856017997750281,99.0,2000.0,1.0,train
12000.0,,Yes,Semiurban,Graduate,,12000.0,0.04132988917590201,496.0,0.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
3153.0,,Yes,Urban,Graduate,,4713.0,0.028425965210012727,134.0,1560.0,1.0,train
2400.0,,No,Urban,Graduate,,4263.0,0.024390243902439025,104.0,1863.0,0.0,train
4283.0,,Yes,Semiurban,Graduate,,6666.0,0.01904904754762262,127.0,2383.0,1.0,train
5417.0,,No,Urban,Graduate,,5417.0,0.031007751937984496,168.0,0.0,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
,2212.0,,,,6.0,,,,,0.0,train
,1660.0,,,,5.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
4608.0,,Yes,Semiurban,Graduate,,7453.0,0.018781862087469816,140.0,2845.0,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
3716.0,,Yes,Rural,Graduate,,3716.0,0.011299435028248588,42.0,0.0,1.0,train
,2719.0,,,,13.0,,,,,0.0,train
,3729.0,,,,20.0,,,,,1.0,train
,2080.0,,,,6.0,,,,,1.0,train
4600.0,,Yes,Semiurban,Graduate,,4600.0,0.01586611606172571,73.0,0.0,1.0,train
3625.0,,Yes,Semiurban,Graduate,,3625.0,0.02978488692774407,108.0,0.0,1.0,train
15000.0,,Yes,Rural,Graduate,,15000.0,0.01999866675554963,300.0,0.0,1.0,train
3466.0,,Yes,Rural,Graduate,,6894.0,0.021754894851341553,150.0,3428.0,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
2577.0,,Yes,Rural,Graduate,,6327.0,0.02402022756005057,152.0,3750.0,1.0,train
,3804.0,,,,6.0,,,,,1.0,train
2014.0,,Yes,Urban,Graduate,,4939.0,0.022874493927125508,113.0,2925.0,0.0,train
3597.0,,Yes,Rural,Graduate,,5754.0,0.020677671589921807,119.0,2157.0,0.0,train
,2824.0,,,,4.0,,,,,1.0,train
19730.0,,Yes,Rural,Graduate,,24996.0,0.022802736328359403,570.0,5266.0,0.0,train
,4340.0,,,,7.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
1820.0,,Yes,Urban,Graduate,,3539.0,0.02824858757062147,100.0,1719.0,1.0,train
,6604.0,,,,10.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,2616.0,,,,4.0,,,,,1.0,train
5532.0,,No,Rural,Graduate,,10180.0,0.015911992928003143,162.0,4648.0,1.0,train
14683.0,,Yes,Rural,Graduate,,16783.0,0.01811248808388942,304.0,2100.0,0.0,train
,2616.0,,,,4.0,,,,,1.0,train
,1660.0,,,,5.0,,,,,1.0,train
,3729.0,,,,20.0,,,,,1.0,train
,4340.0,,,,7.0,,,,,1.0,train
,1562.0,,,,5.0,,,,,1.0,train
3846.0,,No,Semiurban,Graduate,,3846.0,0.028853652196516765,111.0,0.0,1.0,train
,1328.0,,,,3.0,,,,,1.0,train
7333.0,,Yes,Rural,Graduate,,15666.0,0.011169975106912618,175.0,8333.0,1.0,train
,6604.0,,,,10.0,,,,,1.0,test
7200.0,,No,Rural,Graduate,,7200.0,0.016664352173309263,120.0,0.0,1.0,test
,3659.0,,,,18.0,,,,,1.0,test
,3729.0,,,,20.0,,,,,1.0,test
,2653.0,,,,4.0,,,,,1.0,test
,2719.0,,,,13.0,,,,,0.0,test
2045.0,,Yes,Rural,Graduate,,3664.0,0.027557980900409278,101.0,1619.0,1.0,test
3816.0,,,Urban,Graduate,,4570.0,0.03500328155764603,160.0,754.0,1.0,test
,2719.0,,,,13.0,,,,,0.0,test
,2616.0,,,,4.0,,,,,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
2491.0,,Yes,Semiurban,Graduate,,4545.0,0.02287725472943247,104.0,2054.0,1.0,test
,3729.0,,,,20.0,,,,,1.0,test
,3729.0,,,,20.0,,,,,1.0,test
,3729.0,,,,20.0,,,,,1.0,test
,6604.0,,,,10.0,,,,,1.0,test
6950.0,,No,Semiurban,Graduate,,6950.0,0.025176233635448138,175.0,0.0,1.0,test
3036.0,,Yes,Semiurban,Graduate,,5540.0,0.02851470853636528,158.0,2504.0,0.0,test
,1328.0,,,,3.0,,,,,1.0,test
,4340.0,,,,7.0,,,,,1.0,test
,1562.0,,,,5.0,,,,,1.0,test
11500.0,,Yes,Urban,Graduate,,11500.0,0.024867402834536128,286.0,0.0,0.0,test
,2719.0,,,,13.0,,,,,0.0,test
7451.0,,No,Semiurban,Graduate,,7451.0,,,0.0,1.0,test
150.0,,Yes,Rural,Graduate,,1950.0,0.06919528446950282,135.0,1800.0,0.0,test
,1660.0,,,,5.0,,,,,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
,1328.0,,,,3.0,,,,,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
3598.0,,No,Rural,Not Graduate,,4885.0,0.020466639377814164,100.0,1287.0,0.0,test
,3729.0,,,,20.0,,,,,1.0,test
4758.0,,,Semiurban,Graduate,,4758.0,0.03320025215381383,158.0,0.0,1.0,test
,3659.0,,,,18.0,,,,,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
,4340.0,,,,7.0,,,,,1.0,test
6000.0,,No,Rural,Graduate,,6000.0,0.023329445092484587,140.0,0.0,1.0,test
1963.0,,No,Semiurban,Not Graduate,,1963.0,0.0269857433808554,53.0,0.0,1.0,test
,1660.0,,,,5.0,,,,,1.0,test
,1660.0,,,,5.0,,,,,1.0,test
,1562.0,,,,5.0,,,,,1.0,test
,3729.0,,,,20.0,,,,,1.0,test
,2824.0,,,,4.0,,,,,1.0,test
,1562.0,,,,5.0,,,,,1.0,test
,2824.0,,,,4.0,,,,,1.0,test
,3659.0,,,,18.0,,,,,1.0,test
18165.0,,No,Urban,Not Graduate,,18165.0,0.00688098645821865,125.0,0.0,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
,3729.0,,,,20.0,,,,,1.0,test
4106.0,,Yes,Rural,Graduate,,4106.0,0.009739469198928659,40.0,0.0,1.0,test
,1562.0,,,,5.0,,,,,1.0,test
,3729.0,,,,20.0,,,,,1.0,test
,6604.0,,,,10.0,,,,,1.0,test
,6604.0,,,,10.0,,,,,1.0,test
1500.0,,No,Semiurban,Graduate,,3300.0,0.031202665858830657,103.0,1800.0,0.0,test
,2616.0,,,,4.0,,,,,1.0,test
5516.0,,Yes,Semiurban,Graduate,,16816.0,0.02943450080275911,495.0,11300.0,0.0,test
,3729.0,,,,20.0,,,,,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
,6604.0,,,,10.0,,,,,1.0,test
2620.0,,Yes,Semiurban,Graduate,,4843.0,0.030966143682906688,150.0,2223.0,1.0,test
,3729.0,,,,20.0,,,,,1.0,test
2423.0,,Yes,Semiurban,Graduate,,2928.0,0.04438374871969956,130.0,505.0,1.0,test
,2080.0,,,,6.0,,,,,1.0,test
,85677.0,,,,0.0,,,,,1.0,test
,1328.0,,,,3.0,,,,,1.0,test
,6604.0,,,,10.0,,,,,1.0,test
2333.0,,No,Urban,Not Graduate,,3784.0,0.026948480845442536,102.0,1451.0,0.0,test
4226.0,,Yes,Urban,Not Graduate,,5266.0,0.020884754129485476,110.0,1040.0,1.0,test
,3729.0,,,,20.0,,,,,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
,1328.0,,,,3.0,,,,,1.0,test
,18782.0,,,,0.0,,,,,1.0,test
4583.0,,No,Semiurban,Graduate,,4583.0,0.029013961605584643,133.0,0.0,0.0,test
,2719.0,,,,13.0,,,,,0.0,test
,1562.0,,,,5.0,,,,,1.0,test
,3729.0,,,,20.0,,,,,1.0,test
,1562.0,,,,5.0,,,,,1.0,test
3159.0,,Yes,Urban,Graduate,,3620.0,0.029826014913007456,108.0,461.0,1.0,test
8750.0,,No,Rural,Graduate,,12917.0,0.02384270010837591,308.0,4167.0,0.0,test
3062.0,,No,Urban,Graduate,,5049.0,0.02198019801980198,111.0,1987.0,0.0,test
,1660.0,,,,5.0,,,,,1.0,test
,6604.0,,,,10.0,,,,,1.0,test
,1328.0,,,,3.0,,,,,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
1782.0,,Yes,Rural,Graduate,,4014.0,0.026650062266500622,107.0,2232.0,1.0,test
,1562.0,,,,5.0,,,,,1.0,test
,1562.0,,,,5.0,,,,,1.0,test
5500.0,,Yes,Rural,Graduate,,6760.0,0.025144209436473896,170.0,1260.0,1.0,test
2708.0,,Yes,Semiurban,Graduate,,3875.0,0.02502579979360165,97.0,1167.0,1.0,test
,3659.0,,,,18.0,,,,,1.0,test
20667.0,,Yes,Rural,Graduate,,20667.0,,,0.0,0.0,test
,18782.0,,,,0.0,,,,,1.0,test
,3729.0,,,,20.0,,,,,1.0,test
3089.0,,Yes,Semiurban,Graduate,,4369.0,0.02768878718535469,121.0,1280.0,0.0,test
4053.0,,No,Urban,Not Graduate,,6479.0,0.024382716049382715,158.0,2426.0,0.0,test
,3659.0,,,,18.0,,,,,1.0,test
,1328.0,,,,3.0,,,,,1.0,test
1025.0,,Yes,Rural,Graduate,,6525.0,0.0330983757278578,216.0,5500.0,1.0,test
7901.0,,Yes,Rural,Graduate,,9734.0,0.01848998459167951,180.0,1833.0,1.0,test
1625.0,,Yes,Urban,Graduate,,3428.0,0.02799650043744532,96.0,1803.0,1.0,test
4885.0,,No,Rural,Not Graduate,,4885.0,0.009823986901350798,48.0,0.0,1.0,test
,2616.0,,,,4.0,,,,,1.0,test
,6604.0,,,,10.0,,,,,1.0,test
,1328.0,,,,3.0,,,,,1.0,test
3033.0,,Yes,Urban,Graduate,,4492.0,0.021144001780547518,95.0,1459.0,1.0,test
,2824.0,,,,4.0,,,,,1.0,test
1977.0,,Yes,Semiurban,Graduate,,2974.0,0.01680672268907563,50.0,997.0,1.0,test
,2824.0,,,,4.0,,,,,1.0,test
,2212.0,,,,6.0,,,,,0.0,test
2237.0,,No,Semiurban,Graduate,,2237.0,0.028150134048257374,63.0,0.0,0.0,test
,18782.0,,,,0.0,,,,,1.0,test
5000.0,,Yes,Semiurban,Graduate,,5000.0,0.014397120575884824,72.0,0.0,0.0,test
6250.0,,Yes,Semiurban,Graduate,,7945.0,0.02642839164359426,210.0,1695.0,1.0,test
,6604.0,,,,10.0,,,,,1.0,test
645.0,,No,Rural,Graduate,,4328.0,0.026103026103026103,113.0,3683.0,1.0,test
,1328.0,,,,3.0,,,,,1.0,test
,1328.0,,,,3.0,,,,,1.0,test
2947.0,,Yes,Urban,Graduate,,4550.0,,,1603.0,0.0,test
,1328.0,,,,3.0,,,,,1.0,test
,1328.0,,,,3.0,,,,,1.0,test
2917.0,,Yes,Rural,Not Graduate,,3453.0,0.01910828025477707,66.0,536.0,0.0,test
2764.0,,No,Urban,Graduate,,4223.0,0.026041666666666668,110.0,1459.0,1.0,test
,2212.0,,,,6.0,,,,,0.0,test
,1328.0,,,,3.0,,,,,1.0,test
4606.0,,No,Rural,Not Graduate,,4606.0,0.017581940525287606,81.0,0.0,0.0,test
